size,lat,lon,price,name
3.46,38.75097,-90.43255,47742.00,SSM DEPAUL HEALTH CENTER
4.73,37.31072,-89.53990,71848.60,SOUTHEAST MISSOURI HOSPITAL
4.29,37.05238,-94.52777,63548.10,FREEMAN HEALTH SYSTEM - FREEMAN WEST
4.34,39.04761,-94.59037,64464.61,ST LUKES HOSPITAL OF KANSAS CITY
3.38,39.27591,-94.42572,46055.15,LIBERTY HOSPITAL
4.42,38.77576,-90.23906,65913.59,CHRISTIAN HOSPITAL NORTHEAST
2.52,40.70646,-99.08136,29771.77,GOOD SAMARITAN HOSPITAL
3.50,41.25522,-95.97892,48502.43,THE NEBRASKA MEDICAL CENTER
3.09,40.80816,-96.62689,40528.73,SAINT ELIZABETH REGIONAL MEDICAL CENTER
6.27,41.26509,-95.95494,101289.35,CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH
4.33,41.25797,-96.04164,64345.21,THE NEBRASKA METHODIST HOSPITAL
4.18,42.03257,-97.45100,61497.92,FAITH REGIONAL HEALTH SERVICES
2.42,40.73657,-96.59332,27767.55,NEBRASKA HEART HOSPITAL
6.07,36.13459,-115.13576,97617.71,SUNRISE HOSPITAL AND MEDICAL CENTER
4.38,39.53066,-119.82067,65218.18,SAINT MARY'S REGIONAL MEDICAL CENTER
5.12,39.20247,-119.78446,79397.69,CARSON TAHOE REGIONAL MEDICAL CENTER
6.11,36.16380,-115.16574,98209.60,VALLEY HOSPITAL MEDICAL CENTER
6.66,36.21599,-115.25095,108888.08,MOUNTAINVIEW HOSPITAL
9.92,36.16586,-115.32436,171173.42,SUMMERLIN HOSPITAL MEDICAL CENTER
6.77,36.00527,-115.11618,110957.94,SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS
3.62,43.19846,-71.56230,50683.30,CONCORD HOSPITAL
2.86,43.67286,-72.27232,36176.28,MARY HITCHCOCK MEMORIAL HOSPITAL
4.20,43.21231,-70.87499,61854.19,WENTWORTH-DOUGLASS HOSPITAL
3.36,42.75623,-71.46059,45793.45,SOUTHERN NH MEDICAL CENTER
7.23,40.88346,-74.05564,119767.25,HACKENSACK UNIVERSITY MEDICAL CENTER
8.27,40.71011,-74.21368,139635.55,NEWARK BETH ISRAEL MEDICAL CENTER
4.84,40.79576,-73.99575,74053.73,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S
3.29,40.53142,-74.86080,44384.28,HUNTERDON MEDICAL CENTER
4.39,40.88275,-74.01021,65514.28,HOLY NAME MEDICAL CENTER
4.74,40.35684,-74.66166,72093.80,UNIVERSITY MEDICAL CENTER AT PRINCETON
5.84,40.98359,-74.10047,93057.49,VALLEY HOSPITAL
8.89,39.94152,-75.11680,151427.35,COOPER UNIVERSITY HOSPITAL
4.96,40.78883,-74.46620,76240.70,MORRISTOWN MEMORIAL HOSPITAL
6.78,39.78261,-74.91670,111104.31,VIRTUA WEST JERSEY HOSPITALS BERLIN
7.82,40.61288,-74.29092,131025.25,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY
5.29,39.44743,-75.05838,82666.73,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER
5.21,40.35309,-74.06484,81074.19,RIVERVIEW MEDICAL CENTER
4.95,40.51891,-74.28183,76083.75,RARITAN BAY MEDICAL CENTER
8.86,40.90400,-73.96847,150762.71,ENGLEWOOD HOSPITAL AND MEDICAL CENTER
4.12,40.89538,-74.46479,60309.50,SAINT CLARE'S HOSPITAL
4.37,40.71264,-74.35460,65122.78,OVERLOOK HOSPITAL
5.27,40.07832,-74.13009,82216.77,OCEAN MEDICAL CENTER
4.88,40.81058,-74.20459,74811.00,MOUNTAINSIDE HOSPITAL
7.62,39.35775,-74.43449,127227.37,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV
6.51,40.76190,-74.30335,105884.42,SAINT BARNABAS MEDICAL CENTER
5.95,40.07503,-74.21832,95282.00,KIMBALL MEDICAL CENTER
5.07,40.55784,-74.34970,78430.83,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY
8.72,40.21575,-74.67273,148257.58,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON
3.05,36.72387,-108.21749,39795.94,SAN JUAN REGIONAL MEDICAL CENTER
3.64,32.32310,-106.72900,51051.43,MOUNTAIN VIEW REGIONAL MEDICAL CENTER
3.52,41.92720,-73.99535,48891.17,KINGSTON HOSPITAL
3.06,42.87482,-78.84942,39952.52,KALEIDA HEALTH
4.53,42.65345,-73.77543,68066.67,ALBANY MEDICAL CENTER HOSPITAL
4.49,41.69441,-73.93432,67301.54,VASSAR BROTHERS MEDICAL CENTER
4.10,40.79041,-73.95386,59920.31,MOUNT SINAI HOSPITAL
3.38,43.09840,-75.27819,46059.41,FAXTON-ST LUKE'S HEALTHCARE
6.27,40.80556,-73.96131,101269.46,ST LUKE'S ROOSEVELT HOSPITAL
3.57,40.74722,-73.82521,49707.89,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS
3.15,42.65583,-73.80372,41646.16,ST PETER'S HOSPITAL
3.00,42.10076,-76.82800,38898.80,ARNOT OGDEN MEDICAL CENTER
4.89,40.77686,-73.70212,74891.33,NORTH SHORE UNIVERSITY HOSPITAL
3.01,43.19244,-77.58590,38995.29,ROCHESTER GENERAL HOSPITAL
4.92,41.44138,-74.36821,75614.63,ORANGE REGIONAL MEDICAL CENTER
2.80,43.05571,-76.14981,34995.05,ST JOSEPH'S HOSPITAL HEALTH CENTER
3.71,42.81963,-73.91653,52388.73,ELLIS HOSPITAL
4.48,40.73265,-73.98162,67189.87,BETH ISRAEL MEDICAL CENTER
2.23,42.60884,-76.18764,24082.25,CORTLAND REGIONAL MEDICAL CENTER, INC
5.13,40.80462,-73.67023,79558.55,ST FRANCIS HOSPITAL, ROSLYN
2.59,43.30652,-73.64663,31112.00,GLENS FALLS HOSPITAL
3.22,40.75543,-73.81532,43122.91,FLUSHING HOSPITAL MEDICAL CENTER
4.24,40.75332,-73.70899,62555.12,LONG ISLAND JEWISH MEDICAL CENTER
4.35,40.65189,-73.63096,64667.22,SOUTH NASSAU COMMUNITIES HOSPITAL
3.98,40.96967,-73.88447,57633.95,ST JOHN'S RIVERSIDE HOSPITAL
6.20,40.74335,-73.97408,100051.31,NYU HOSPITALS CENTER
3.49,43.08561,-73.79712,48194.46,SARATOGA HOSPITAL
3.63,43.19054,-77.70177,50870.40,UNITY HOSPITAL OF ROCHESTER
3.37,40.66762,-73.97850,45861.46,NEW YORK METHODIST HOSPITAL
3.15,42.08997,-79.23058,41763.43,WOMAN'S CHRISTIAN ASSOCIATION
3.79,41.50307,-74.01517,53929.00,ST LUKE'S CORNWALL HOSPITAL
2.59,42.84782,-78.81264,30946.57,MERCY HOSPITAL
5.34,40.69327,-73.29412,83571.36,GOOD SAMARITAN HOSPITAL MEDICAL CENTER
3.32,40.64666,-74.02049,44943.50,LUTHERAN MEDICAL CENTER
3.61,42.11422,-75.95851,50483.06,UNITED HEALTH SERVICES HOSPITALS, INC
5.68,40.85738,-73.18681,90014.56,ST CATHERINE OF SIENA HOSPITAL
2.90,35.57658,-82.54922,37010.46,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE
3.61,35.95000,-80.00000,50585.65,HIGH POINT REGIONAL HOSPITAL
3.19,36.07581,-80.29779,42461.00,FORSYTH MEMORIAL HOSPITAL
2.42,35.32080,-82.46812,27739.36,MARGARET R PARDEE MEMORIAL HOSPITAL
3.32,35.30288,-81.53571,44978.47,CLEVELAND REGIONAL MEDICAL CENTER
2.80,35.29053,-77.58307,34995.00,LENOIR MEMORIAL HOSPITAL
5.69,36.00850,-78.94006,90214.61,DUKE UNIVERSITY HOSPITAL
4.35,35.60726,-77.40477,64620.27,PITT COUNTY MEMORIAL HOSPITAL
2.98,36.09062,-80.27161,38472.61,NORTH CAROLINA BAPTIST HOSPITAL
4.08,35.22196,-80.83287,59580.03,PRESBYTERIAN HOSPITAL
3.48,35.90529,-79.04963,47970.70,UNIVERSITY OF NORTH CAROLINA HOSPITAL
5.80,35.78523,-78.58836,92399.98,WAKEMED, RALEIGH CAMPUS
2.81,36.09251,-79.78855,35280.36,MOSES H CONE MEMORIAL HOSPITAL, THE
3.42,35.21029,-80.82084,46888.85,CAROLINAS MED CENTER-MERCY
3.37,36.32690,-76.22370,45885.09,ALBEMARLE HOSPITAL AUTHORITY
4.63,36.04960,-78.90617,69975.81,DURHAM REGIONAL HOSPITAL
3.04,46.80739,-100.77773,39534.46,ST ALEXIUS MEDICAL CENTER
3.31,48.23258,-101.28843,44877.12,TRINITY HOSPITALS
2.90,46.88496,-96.78609,36869.91,SANFORD MEDICAL CENTER FARGO
2.58,46.80798,-100.78229,30819.47,MEDCENTER ONE
3.44,47.91045,-97.06742,47352.35,ALTRU HOSPITAL
2.54,46.83250,-96.82805,30116.85,ESSENTIA HEALTH-FARGO
3.07,39.08582,-84.34886,40281.82,MERCY HOSPITAL ANDERSON
3.74,39.13707,-84.50392,52944.78,UNIVERSITY HOSPITAL, INC
4.21,40.03064,-83.03440,62053.63,RIVERSIDE METHODIST HOSPITAL
3.83,38.75320,-82.97800,54798.92,SOUTHERN OHIO MEDICAL CENTER
3.10,40.73578,-84.08630,40720.29,LIMA MEMORIAL HEALTH SYSTEM
3.61,39.20680,-84.38093,50517.09,JEWISH HOSPITAL, LLC
4.30,39.96098,-82.99077,63631.22,GRANT MEDICAL CENTER
3.44,41.44642,-82.70864,47231.64,FIRELANDS REGIONAL MEDICAL CENTER
4.03,41.07747,-81.53042,58475.17,AKRON GENERAL MEDICAL CENTER
2.51,41.38265,-81.73127,29414.95,PARMA COMMUNITY GENERAL HOSPITAL
3.62,41.61788,-83.61632,50738.19,UNIVERSITY OF TOLEDO MEDICAL CENTER
4.09,39.74547,-84.18523,59719.44,MIAMI VALLEY HOSPITAL
4.30,39.78778,-84.23493,63761.75,GOOD SAMARITAN HOSPITAL
2.39,40.81219,-81.39625,27177.50,MERCY MEDICAL CENTER
4.07,39.71750,-82.57772,59357.82,FAIRFIELD MEDICAL CENTER
4.89,39.99445,-83.01872,74996.28,OHIO STATE UNIVERSITY HOSPITALS
2.86,41.55725,-83.68141,36266.33,ST LUKE'S HOSPITAL
3.99,41.66317,-81.24696,57830.58,LAKE HEALTH
5.06,41.66810,-83.54275,78271.39,MERCY ST VINCENT MEDICAL CENTER
3.28,40.75264,-82.52803,44142.83,MEDCENTRAL HEALTH SYSTEM
4.26,41.43653,-81.94451,62898.38,ST JOHN MEDICAL CENTER
3.02,41.36649,-82.09708,39180.80,EMH REGIONAL MEDICAL CENTER
4.36,41.37028,-81.83189,64895.83,SOUTHWEST GENERAL HEALTH CENTER
3.64,41.43688,-82.23761,51001.38,MERCY REGIONAL MEDICAL CENTER
4.73,41.50248,-81.62110,71986.97,CLEVELAND CLINIC
3.37,41.52013,-81.43291,45962.63,HILLCREST HOSPITAL
3.41,40.99498,-80.66192,46761.00,ST ELIZABETH BOARDMAN HEALTH CENTER
4.47,39.35830,-84.36785,66963.31,WEST CHESTER MEDICAL CENTER
7.19,34.00655,-96.39398,118928.92,MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA
3.05,35.75351,-95.40612,39811.47,MUSKOGEE REGIONAL MEDICAL CENTER
4.12,36.39385,-97.87094,60277.19,ST MARY'S REGIONAL MEDICAL CENTER
6.10,35.52531,-97.58461,98130.64,DEACONESS HOSPITAL
3.83,35.47800,-97.52352,54798.65,ST ANTHONY HOSPITAL
3.68,34.18908,-97.14128,51760.85,MERCY MEMORIAL HEALTH CENTER
7.57,35.46721,-97.39370,126119.94,MIDWEST REGIONAL MEDICAL CENTER
3.78,36.13393,-95.96718,53781.65,ST JOHN MEDICAL CENTER, INC
4.53,35.60901,-97.59429,68008.68,OKLAHOMA HEART HOSPITAL
3.26,44.60322,-123.25312,43784.61,GOOD SAMARITAN REGIONAL MEDICAL CENTER
4.21,42.31769,-122.83333,61971.42,ROGUE VALLEY MEDICAL CENTER
3.48,44.06773,-121.26817,47987.25,ST CHARLES MEDICAL CENTER - BEND
3.20,44.93267,-123.03418,42674.69,SALEM HOSPITAL
3.01,45.19897,-123.16482,38954.64,WILLAMETTE VALLEY MEDICAL CENTER
4.83,41.40075,-75.64594,73781.57,COMMUNITY MEDICAL CENTER
4.32,40.96789,-76.60506,64086.23,GEISINGER MEDICAL CENTER
4.81,42.11102,-80.07912,73430.36,SAINT VINCENT HEALTH CENTER
2.48,40.97877,-76.88593,28871.50,EVANGELICAL COMMUNITY HOSPITAL
3.11,40.71251,-80.32136,41017.53,HERITAGE VALLEY BEAVER
2.00,39.90180,-79.73854,19747.27,UNIONTOWN HOSPITAL
3.30,40.18302,-80.24767,44675.95,WASHINGTON HOSPITAL, THE
3.92,41.24548,-77.01438,56462.80,WILLIAMSPORT REGIONAL MEDICAL CENTER
4.46,40.45705,-80.00363,66771.53,ALLEGHENY GENERAL HOSPITAL
3.97,40.36358,-75.32621,57310.47,GRAND VIEW HOSPITAL
4.48,42.13338,-80.08703,67162.75,UPMC HAMOT
2.96,40.52204,-78.39824,38139.28,ALTOONA REGIONAL HEALTH SYSTEM
3.49,41.11492,-78.77515,48215.42,DUBOIS REGIONAL MEDICAL CENTER
4.68,40.04740,-76.30540,70968.52,LANCASTER GENERAL HOSPITAL
9.77,39.95045,-75.19259,168291.00,HOSPITAL OF UNIV OF PENNSYLVANIA
7.38,40.07160,-74.98341,122615.71,ARIA HEALTH
7.14,40.60000,-75.47000,118055.29,LEHIGH VALLEY HOSPITAL
3.27,39.93492,-77.64744,44047.72,CHAMBERSBURG HOSPITAL
4.59,40.04475,-75.50425,69278.16,MAIN LINE HOSPITAL PAOLI
10.13,40.68708,-75.24272,175124.23,EASTON HOSPITAL
7.06,39.94969,-75.15712,116397.54,THOMAS JEFFERSON UNIVERSITY HOSPITAL
3.76,39.97024,-75.60259,53422.00,CHESTER COUNTY HOSPITAL
9.62,39.85598,-75.36791,165380.89,CROZER CHESTER MEDICAL CENTER
3.74,40.99225,-75.17466,52979.06,POCONO MEDICAL CENTER
3.20,40.37782,-80.06589,42725.67,ST CLAIR MEMORIAL HOSPITAL
8.06,40.12077,-75.11818,135640.45,ABINGTON MEMORIAL HOSPITAL
5.78,40.20064,-74.92952,91909.93,ST MARY MEDICAL CENTER
3.20,40.31802,-79.93494,42727.62,JEFFERSON REGIONAL MEDICAL CENTER
3.03,40.42897,-79.74808,39493.46,WESTERN PENNSYLVANIA HOSP FORBES REGIONAL CAMPUS
3.64,40.81936,-77.84273,51175.06,MOUNT NITTANY MEDICAL CENTER
4.13,41.25855,-75.81041,60446.05,GEISINGER WYOMING VALLEY MEDICAL CENTER
8.68,39.95658,-75.16249,147326.59,HAHNEMANN UNIVERSITY HOSPITAL
3.16,41.85574,-71.45945,41832.18,ST JOSEPH HEALTH SERVICES OF RI
4.29,41.81254,-71.40760,63508.85,RHODE ISLAND HOSPITAL
4.02,42.00497,-71.49561,58363.55,LANDMARK MEDICAL CENTER,  INC
3.61,41.85172,-71.39826,50600.15,MIRIAM HOSPITAL
4.40,34.96733,-81.94021,65574.78,SPARTANBURG REGIONAL MEDICAL CENTER
3.46,34.69403,-82.98884,47594.80,OCONEE MEDICAL CENTER
4.66,34.02839,-81.03539,70551.45,PALMETTO HEALTH RICHLAND
4.27,34.19543,-79.76256,63100.52,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE
4.72,34.17571,-82.15791,71778.27,SELF REGIONAL HEALTHCARE
4.46,34.81904,-82.41308,66685.05,GREENVILLE MEMORIAL HOSPITAL
7.77,32.97605,-80.07302,130058.91,TRIDENT MEDICAL CENTER
6.34,33.70704,-78.89487,102759.80,GRAND STRAND REG MED CENTER
4.31,32.78211,-79.95018,63838.25,ROPER HOSPITAL
2.74,44.91113,-97.12063,33934.36,PRAIRIE LAKES HOSPITAL
3.61,43.53562,-96.74305,50507.19,SANFORD USD MEDICAL CENTER
2.43,35.63906,-88.83207,27979.07,JACKSON-MADISON COUNTY GENERAL HOSPITAL
3.63,36.55401,-82.55483,50926.20,WELLMONT HOLSTON VALLEY MEDICAL CENTER
3.73,35.98589,-84.28055,52794.75,METHODIST MEDICAL CENTER OF OAK RIDGE
4.33,35.12837,-89.86202,64196.46,BAPTIST MEMORIAL HOSPITAL
3.70,35.86074,-86.42434,52189.27,MIDDLE TENNESSEE MEDICAL CENTER INC
2.81,36.17121,-85.50938,35170.31,COOKEVILLE REGIONAL MEDICAL CENTER
5.64,36.30767,-82.38497,89262.97,JOHNSON CITY MEDICAL CENTER
3.64,36.12859,-86.84559,51004.04,ST THOMAS HOSPITAL
2.73,35.05068,-85.28823,33722.31,ERLANGER MEDICAL CENTER
4.14,35.99233,-83.92697,60664.80,TENNOVA HEALTHCARE
4.24,35.95747,-83.93660,62644.80,FORT SANDERS REGIONAL MEDICAL CENTER
3.44,36.15388,-86.80249,47240.05,BAPTIST HOSPITAL
5.45,35.03467,-85.26735,85659.95,PARKRIDGE MEDICAL CENTER
3.67,35.91765,-84.10080,51602.29,PARKWEST MEDICAL CENTER
4.93,35.09925,-89.86301,75704.42,ST FRANCIS HOSPITAL
6.62,31.77031,-106.50085,108045.54,PROVIDENCE MEMORIAL HOSPITAL
3.52,33.90296,-98.50035,48764.15,UNITED REGIONAL HEALTH CARE SYSTEM
5.97,30.65598,-96.34672,95565.34,ST JOSEPH REGIONAL HEALTH CENTER
3.60,32.78994,-96.78044,50407.21,BAYLOR UNIVERSITY MEDICAL CENTER
4.77,28.81269,-96.97780,72731.55,CITIZENS MEDICAL CENTER
4.49,26.17446,-97.67014,67386.50,VHS HARLINGEN HOSPITAL COMPANY LLC
4.49,32.50219,-94.73025,67352.88,GOOD SHEPHERD MEDICAL CENTER
6.97,33.57524,-101.89272,114641.42,COVENANT MEDICAL CENTER
3.32,31.51444,-97.19927,44897.27,PROVIDENCE HEALTH CENTER
3.43,32.76017,-96.82437,47129.18,METHODIST DALLAS MEDICAL CENTER
3.35,31.07837,-97.36403,45479.72,SCOTT & WHITE MEMORIAL HOSPITAL
6.31,29.43360,-98.49265,102206.76,BAPTIST MEDICAL CENTER
4.52,32.74944,-97.11630,67876.73,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL
4.32,29.71431,-95.39680,64023.86,MEMORIAL HERMANN TEXAS MEDICAL CENTER
3.69,32.83520,-96.96101,52056.75,BAYLOR MEDICAL CENTER AT IRVING
6.16,31.76998,-106.49897,99158.90,LAS PALMAS MEDICAL CENTER
7.21,26.26353,-98.18455,119335.27,SOUTH TEXAS HEALTH SYSTEM
3.11,31.99616,-102.09950,41006.91,MIDLAND MEMORIAL HOSPITAL
4.84,32.73780,-97.33899,73979.28,TEXAS HEALTH HARRIS METHODIST FORT WORTH
4.23,28.80765,-96.99896,62355.09,DETAR HOSPITAL NAVARRO
3.70,26.19665,-98.31409,52220.82,MISSION REGIONAL MEDICAL CENTER
3.09,29.81230,-95.43010,40623.87,MEMORIAL HERMANN HOSPITAL SYSTEM
4.64,29.70719,-95.40048,70227.99,ST LUKES EPISCOPAL HOSPITAL
3.80,35.19934,-101.92186,54090.37,NORTHWEST TEXAS HOSPITAL
5.54,30.28473,-95.46714,87363.29,CONROE REGIONAL MEDICAL CENTER
3.57,35.19533,-101.91907,49747.68,BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS
3.68,33.71085,-96.58493,51771.25,TEXOMA MEDICAL CENTER
4.93,29.50795,-98.57224,75732.60,METHODIST HOSPITAL
6.90,32.40574,-99.76486,113424.85,ABILENE REGIONAL MEDICAL CENTER
3.49,32.93228,-97.09436,48240.58,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE
4.41,31.46574,-100.43466,65742.58,SHANNON MEDICAL CENTER
2.99,29.78143,-95.54541,38576.52,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER
6.49,33.17345,-97.11382,105561.31,DENTON REGIONAL MEDICAL CENTER
5.19,30.01994,-95.44379,80722.33,HOUSTON NORTHWEST MEDICAL CENTER
5.48,25.97780,-97.51442,86322.45,VALLEY REGIONAL MEDICAL CENTER
4.14,30.08682,-95.62403,60559.05,TOMBALL REGIONAL MEDICAL CENTER
6.31,32.73563,-97.34483,102181.50,PLAZA MEDICAL CENTER OF FORT WORTH
4.49,32.67614,-97.32079,67386.00,HUGULEY HEALTH SYSTEM
6.65,33.58838,-101.89214,108639.81,UNIVERSITY MEDICAL CENTER
6.36,30.22723,-97.77447,102995.75,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER
5.15,27.69288,-97.34476,79858.19,CORPUS CHRISTI MEDICAL CENTER,THE
6.59,30.41163,-97.70649,107416.79,NORTH AUSTIN MEDICAL CENTER
5.08,29.58896,-95.63112,78636.53,METHODIST SUGAR LAND HOSPITAL
4.90,29.96603,-95.55127,75075.93,METHODIST WILLOWBROOK HOSPITAL
3.20,32.78814,-96.78083,42693.50,BAYLOR HEART AND VASCULAR HOSPITAL
2.97,40.24999,-111.66524,38290.33,UTAH VALLEY REGIONAL MEDICAL CENTER
3.25,37.09986,-113.55271,43712.95,DIXIE REGIONAL MEDICAL CENTER
3.26,44.47966,-73.19412,43915.50,FLETCHER ALLEN HOSPITAL OF VERMONT
2.88,43.59828,-72.95512,36523.07,RUTLAND REGIONAL MEDICAL CENTER
2.60,38.40552,-78.85730,31179.00,ROCKINGHAM MEMORIAL HOSPITAL
2.68,39.19345,-78.19599,32820.60,WINCHESTER MEDICAL CENTER INC
4.20,36.86268,-76.30355,61714.46,SENTARA NORFOLK GENERAL HOSPITAL
4.97,38.02573,-78.51526,76591.86,UNIVERSITY OF VIRGINIA MEDICAL CENTER
3.44,36.83716,-76.34786,47338.18,BON SECOURS MARYVIEW MEDICAL CENTER
2.92,38.09436,-78.98659,37385.83,AUGUSTA HEALTH
3.07,37.41368,-79.16870,40240.95,CENTRA  HEALTH, INC
3.61,37.25129,-79.94125,50450.54,CARILION ROANOKE MEMORIAL CENTER
4.77,37.54330,-77.42932,72736.80,MEDICAL COLLEGE OF VIRGINIA HOSPITALS
3.74,39.07405,-77.47754,52993.85,INOVA LOUDOUN HOSPITAL
3.95,36.85098,-76.18989,56987.14,SENTARA LEIGH HOSPITAL
3.51,37.06523,-76.48417,48618.86,RIVERSIDE REGIONAL MEDICAL CENTER
3.78,38.85764,-77.22772,53687.10,INOVA FAIRFAX HOSPITAL
4.07,37.33700,-76.74046,59234.55,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER
6.92,37.18253,-77.35957,113755.77,SOUTHSIDE REGIONAL MEDICAL CENTER
3.59,37.62931,-77.38804,50103.32,BON SECOURS - MEMORIAL REGIONAL MEDICAL
2.59,38.02176,-78.44530,31075.81,MARTHA JEFFERSON HOSPITAL
4.09,36.69555,-79.86374,59750.92,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY
3.35,37.46807,-77.66143,45476.91,BON SECOURS - ST FRANCIS MEDICAL CENTER
4.33,47.58295,-122.62506,64316.50,HARRISON MEDICAL CENTER
4.39,45.62460,-122.58145,65394.64,PEACEHEALTH SOUTHWEST MEDICAL CENTER
4.70,47.64936,-117.41194,71422.06,PROVIDENCE SACRED HEART MEDICAL CENTER
3.57,46.28132,-119.28218,49773.87,KADLEC REGIONAL MEDICAL CENTER
5.33,47.25980,-122.45243,83329.71,TACOMA GENERAL ALLENMORE HOSPITAL
3.27,39.65498,-79.95814,44031.45,WEST VIRGINIA UNIVERSITY HOSPITALS
3.71,38.43236,-82.40067,52335.21,ST MARY'S MEDICAL CENTER
2.75,38.34739,-81.62600,34030.55,CHARLESTON AREA MEDICAL CENTER
3.78,39.66383,-79.94681,53801.90,MONONGALIA COUNTY GENERAL HOSPITAL
2.36,39.27035,-81.56026,26621.11,CAMDEN CLARK MEDICAL CENTER
3.52,37.78754,-81.20183,48871.46,RALEIGH GENERAL HOSPITAL
3.14,44.24830,-88.40268,41506.55,ST ELIZABETH HSPTL
2.42,44.50233,-88.01140,27684.70,BELLIN MEMORIAL HSPTL
3.61,43.06195,-87.87861,50473.12,COLUMBIA ST MARYS HSPTL  MILW (COL & MILW CAMPUS)
2.79,44.81192,-91.51352,34911.04,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL
3.47,42.73444,-87.82788,47849.21,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS
3.61,43.07633,-89.43133,50457.54,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY
3.54,43.07393,-87.97612,49158.55,WHEATON FRANCISCAN, INC- ST JOSEPH
5.54,42.98958,-87.95079,87348.07,AURORA ST LUKES MEDICAL CENTER
2.35,44.27860,-88.39550,26505.94,APPLETON MED CTR
4.41,43.04008,-88.02523,65757.88,FROEDTERT MEM LUTHERAN HSPTL
2.60,44.89045,-89.58006,31152.00,ST CLARE'S HOSPITAL OF WESTON INC
4.15,42.84802,-106.30851,60869.94,WYOMING MEDICAL CENTER
4.56,41.14037,-104.81660,68693.11,CHEYENNE REGIONAL MEDICAL CENTER
4.37,33.01573,-96.79031,64949.17,THE HEART HOSPITAL BAYLOR PLANO
3.92,29.61578,-98.47479,56390.92,METHODIST STONE OAK HOSPITAL
4.00,33.59616,-86.66750,57962.36,ST VINCENT'S EAST
2.75,32.63806,-85.40413,34117.80,EAST ALABAMA MEDICAL CENTER AND SNF
4.39,33.50619,-86.80210,65453.86,UNIVERSITY OF ALABAMA HOSPITAL
7.31,34.00941,-85.97078,121300.90,GADSDEN REGIONAL MEDICAL CENTER
8.43,34.00426,-86.00339,142715.64,RIVERVIEW REGIONAL MEDICAL CENTER
4.02,33.65640,-85.82284,58415.53,NORTHEAST ALABAMA REGIONAL MED CENTER
3.90,33.20521,-87.52546,56002.36,D C H REGIONAL MEDICAL CENTER
4.07,33.49854,-86.84633,59350.04,BAPTIST MEDICAL CENTER-PRINCETON
8.46,33.46420,-86.77409,143124.75,BROOKWOOD MEDICAL CENTER
4.00,30.68546,-88.13170,57879.00,SPRINGHILL MEDICAL CENTER
5.10,60.94901,-149.17033,78937.48,PROVIDENCE ALASKA MEDICAL CENTER
4.94,33.46514,-112.05797,75950.38,BANNER GOOD SAMARITAN MEDICAL CENTER
3.83,32.25294,-110.88135,54707.09,TUCSON MEDICAL CENTER
4.73,34.56017,-112.48217,71906.96,YAVAPAI REGIONAL MEDICAL CENTER
4.34,35.20923,-111.64486,64508.07,FLAGSTAFF MEDICAL CENTER
4.24,33.48073,-112.07948,62589.82,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER
5.07,33.29750,-111.87461,78482.17,CHANDLER REGIONAL MEDICAL CENTER
4.84,33.48885,-111.92387,74050.25,SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER
6.58,35.22024,-114.03585,107251.25,KINGMAN REGIONAL MEDICAL CENTER
4.52,33.60432,-112.28378,67842.08,BANNER BOSWELL MEDICAL CENTER
3.77,33.39097,-111.87638,53503.77,BANNER DESERT MEDICAL CENTER
5.32,34.47988,-114.33938,83264.29,HAVASU REGIONAL MEDICAL CENTER
4.26,33.60949,-112.18129,62989.29,BANNER THUNDERBIRD MEDICAL CENTER
5.31,33.66596,-112.11618,82922.95,JOHN C LINCOLN DEER VALLEY HOSPITAL
4.25,33.65965,-112.37283,62734.12,BANNER DEL E WEBB MEDICAL CENTER
7.66,35.11068,-114.55505,127837.27,WESTERN ARIZONA REGIONAL MEDICAL CTR
4.95,33.41128,-111.68579,76104.81,BANNER HEART HOSPITAL
4.90,33.28686,-111.75246,75244.05,MERCY GILBERT MEDICAL CENTER
4.33,36.10940,-94.16036,64236.13,WASHINGTON REGIONAL MED CTR AT NORTH HILLS
