size,lat,lon,price,name
3.04,37.96320,-87.50292,16464.57,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC
2.82,39.21585,-85.89683,13930.19,COLUMBUS REGIONAL HOSPITAL
2.26,38.39499,-86.94089,7489.56,MEMORIAL HOSPITAL AND HEALTH CARE CENTER
3.14,41.24786,-85.82927,17629.50,KOSCIUSKO COMMUNITY HOSPITAL
3.36,39.95930,-86.16016,20213.67,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL
3.22,39.64935,-86.07960,18569.36,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS
3.18,39.90060,-86.04218,18191.11,COMMUNITY HOSPITAL NORTH
3.48,40.40296,-86.80885,21617.61,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL
2.52,42.04855,-92.90625,10546.91,MARSHALLTOWN MEDICAL & SURGICAL CENTER
3.22,41.26886,-95.83923,18615.23,ALEGENT HEALTH MERCY HOSPITAL
3.08,41.66411,-91.52841,17035.76,MERCY HOSPITAL
2.74,41.54190,-90.55691,13019.33,GENESIS MEDICAL CENTER-DAVENPORT
2.86,41.98570,-91.66093,14389.81,ST LUKES HOSPITAL
2.87,41.26786,-95.83505,14588.40,JENNIE EDMUNDSON HOSPITAL
3.11,41.66092,-91.54800,17301.35,UNIVERSITY OF IOWA HOSPITAL & CLINICS
2.68,43.15063,-93.21718,12304.07,MERCY MEDICAL CENTER-NORTH IOWA
2.95,41.86141,-90.18921,15482.47,MERCY MEDICAL CENTER-CLINTON
3.25,41.59886,-93.62344,18934.02,MERCY MEDICAL CENTER-DES MOINES
2.84,41.02751,-92.38994,14235.00,OTTUMWA REGIONAL HEALTH CENTER
3.09,42.51846,-96.40581,17095.33,ST LUKES REGIONAL MEDICAL CENTER
2.77,42.49250,-96.39975,13454.22,MERCY MEDICAL CENTER-SIOUX CITY
3.07,39.05660,-95.69599,16846.33,ST FRANCIS HEALTH CENTER INC
3.03,38.85279,-94.82413,16452.15,OLATHE MEDICAL CENTER
4.36,37.69556,-97.29785,31828.23,WESLEY MEDICAL CENTER
3.03,38.97848,-95.24771,16452.15,LAWRENCE MEMORIAL HOSPITAL
2.72,37.78537,-100.01492,12772.62,WESTERN PLAINS MEDICAL COMPLEX
5.08,38.93763,-94.72630,40088.20,OVERLAND PARK REG MED CTR
3.89,38.91047,-94.65205,26340.64,MENORAH MEDICAL CENTER
3.45,38.90355,-94.66966,21255.16,SAINT LUKE'S SOUTH HOSPITAL
2.41,37.73142,-97.26078,9227.24,GALICHIA HEART HOSPITAL LLC
3.05,39.07816,-84.46695,16622.23,ST ELIZABETH FT THOMAS
2.97,38.47021,-82.63498,15694.31,KING'S DAUGHTERS' MEDICAL CENTER
3.28,37.11784,-84.10910,19260.91,SAINT JOSEPH HOSPITAL LONDON
2.79,37.01079,-85.90342,13606.79,T J SAMSON COMMUNITY HOSPITAL
2.72,36.60615,-83.74024,12785.65,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT
2.86,36.60798,-88.30957,14461.33,MURRAY-CALLOWAY COUNTY HOSPITAL
3.02,37.27729,-83.22802,16319.80,HAZARD ARH REGIONAL MEDICAL CENTER
2.85,39.06704,-84.49946,14312.75,ST ELIZABETH MEDICAL CENTER NORTH
2.65,37.76518,-87.10197,11980.47,OWENSBORO MEDICAL HEALTH SYSTEM
3.73,37.47264,-82.52605,24523.00,PIKEVILLE MEDICAL CENTER
4.91,37.81455,-82.81102,38181.25,PAUL B HALL REGIONAL MEDICAL CENTER
2.71,37.33959,-87.48988,12751.44,REGIONAL MEDICAL CENTER OF HOPKINS COUNTY
3.09,38.01849,-84.51236,17126.21,CENTRAL BAPTIST HOSPITAL
2.32,36.70006,-85.67862,8236.79,MONROE COUNTY MEDICAL CENTER
3.07,37.08724,-84.61828,16810.91,LAKE CUMBERLAND REGIONAL HOSPITAL
2.57,38.39635,-85.37324,11047.18,BAPTIST HOSPITAL NORTHEAST
3.48,37.56166,-83.37202,21548.11,KENTUCKY RIVER MEDICAL CENTER
2.84,30.20227,-92.01906,14260.92,LAFAYETTE GENERAL MEDICAL CENTER
2.82,29.59851,-90.71397,13956.64,TERREBONNE GENERAL MEDICAL CENTER
2.77,30.22981,-93.36867,13454.75,WEST CALCASIEU CAMERON HOSPITAL
4.43,30.46813,-90.45814,32574.84,NORTH OAKS MEDICAL CENTER, LLC
3.33,31.28258,-92.46060,19924.25,CHRISTUS ST FRANCES CABRINI HOSPITAL
3.75,31.31451,-92.44997,24773.09,RAPIDES REGIONAL MEDICAL CENTER
3.66,30.28456,-89.77038,23689.29,SLIDELL MEMORIAL HOSPITAL AND MEDICAL CENTER
2.87,30.40118,-91.11160,14587.41,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER
2.56,30.45015,-91.15273,10933.00,BATON ROUGE GENERAL MEDICAL CENTER
3.56,32.51544,-92.63343,22470.69,NORTHERN LOUISIANA MEDICAL CENTER
2.42,32.48177,-93.76264,9390.41,LSU HEALTH SCIENCES CENTER - SHREVEPORT
3.19,32.48393,-93.77884,18200.72,WILLIS KNIGHTON MEDICAL CENTER
2.67,32.61700,-93.28566,12252.12,MINDEN MEDICAL CENTER
2.85,30.01438,-90.18155,14356.87,EAST JEFFERSON GENERAL HOSPITAL
3.26,31.13861,-93.26892,19076.50,BYRD REGIONAL HOSPITAL
2.66,30.68494,-92.26601,12114.72,MERCY REGIONAL MEDICAL CENTER
4.55,29.95570,-90.07587,33939.96,TULANE MEDICAL CENTER
3.27,30.43973,-91.00727,19209.31,OCHSNER MEDICAL CENTER-BATON ROUGE
2.76,43.65159,-70.26482,13234.83,MERCY HOSPITAL
2.81,43.65325,-70.27533,13881.28,MAINE MEDICAL CENTER
2.79,43.47840,-70.49221,13647.97,SOUTHERN MAINE MEDICAL CENTER
2.48,44.10107,-70.21432,10070.60,CENTRAL MAINE MEDICAL CENTER
2.47,47.26827,-68.59140,9949.00,NORTHERN MAINE MEDICAL CENTER
2.53,44.14436,-69.08577,10602.65,PENOBSCOT BAY MEDICAL CENTER
2.12,39.62183,-77.68219,5927.90,MERITUS MEDICAL CENTER
2.28,39.28817,-76.62438,7736.19,UNIVERSITY OF MARYLAND MEDICAL CENTER
2.47,38.93090,-76.92161,9883.05,PRINCE GEORGES HOSPITAL CENTER
2.18,39.01578,-77.03591,6581.97,HOLY CROSS HOSPITAL
2.30,39.42366,-77.41386,7975.78,FREDERICK MEMORIAL HOSPITAL
2.18,39.54345,-76.09153,6564.16,HARFORD MEMORIAL HOSPITAL
2.23,39.38813,-76.61068,7137.02,SAINT JOSEPH MEDICAL CENTER
2.55,39.29688,-76.59242,10832.28,JOHNS HOPKINS HOSPITAL, THE
2.29,39.27352,-76.67219,7903.94,SAINT AGNES HOSPITAL
2.29,39.35262,-76.66196,7807.92,SINAI HOSPITAL OF BALTIMORE
2.23,39.35169,-76.47919,7107.43,FRANKLIN SQUARE HOSPITAL CENTER
2.27,39.15402,-77.05431,7675.58,MONTGOMERY GENERAL HOSPITAL INC
2.23,38.36248,-75.59799,7134.22,PENINSULA REGIONAL MEDICAL CENTER
2.06,38.99014,-76.53398,5211.33,ANNE ARUNDEL MEDICAL CENTER
2.23,39.32930,-76.61432,7108.56,UNION MEMORIAL HOSPITAL
2.01,38.29124,-76.63579,4610.89,SAINT MARY'S HOSPITAL
2.15,39.60859,-75.83201,6253.53,UNION HOSPITAL OF CECIL COUNTY
2.21,39.55808,-76.99107,6920.27,CARROLL HOSPITAL CENTER
2.13,38.52905,-76.97068,6029.40,CIVISTA MEDICAL CENTER
2.11,38.76970,-76.07697,5749.83,MEMORIAL HOSPITAL AT EASTON
2.43,39.29994,-76.62138,9475.08,MARYLAND GENERAL  HOSPITAL
2.21,38.55963,-76.59455,6988.44,CALVERT MEMORIAL HOSPITAL
2.22,39.35852,-76.78208,7034.78,NORTHWEST HOSPITAL CENTER
2.06,39.13732,-76.62228,5244.68,BALTIMORE WASHINGTON  MEDICAL CENTER
2.18,39.21273,-76.88526,6589.58,HOWARD COUNTY GENERAL HOSPITAL
2.15,39.51870,-76.34688,6199.38,UPPER CHESAPEAKE MEDICAL CENTER
2.15,38.74827,-76.87590,6287.49,SOUTHERN MARYLAND HOSPITAL CENTER
2.15,39.35962,-76.58851,6281.12,GOOD SAMARITAN HOSPITAL
2.14,39.09796,-77.19799,6171.03,SHADY GROVE ADVENTIST HOSPITAL
2.03,38.33876,-75.21128,4809.77,ATLANTIC GENERAL HOSPITAL
2.77,42.37441,-71.13378,13435.77,MOUNT AUBURN HOSPITAL
2.79,42.70912,-71.14877,13678.86,LAWRENCE GENERAL HOSPITAL
2.56,42.27872,-71.06625,10988.25,CARNEY HOSPITAL
2.48,42.07708,-72.04298,10086.43,HARRINGTON MEMORIAL HOSPITAL
2.61,41.69217,-71.16474,11608.29,SAINT ANNE'S HOSPITAL
2.52,42.20038,-72.62762,10465.65,HOLYOKE MEDICAL CENTER
2.40,42.81476,-70.89068,9182.97,ANNA JAQUES HOSPITAL
2.53,42.16849,-72.34130,10628.04,WING MEMORIAL HOSPITAL AND MEDICAL CENTER
2.56,42.56407,-70.87543,10980.18,BEVERLY HOSPITAL CORPORATION
3.69,42.51078,-70.90712,23979.54,NORTH SHORE MEDICAL CENTER
2.56,42.35375,-71.55485,11020.68,MARLBOROUGH HOSPITAL
2.56,42.03597,-71.09792,10943.69,SIGNATURE HEALTHCARE BROCKTON HOSPITAL
2.48,41.94445,-70.64511,10033.77,JORDAN HOSPITAL INC
2.82,42.64636,-71.34118,13921.48,LOWELL GENERAL HOSPITAL
2.57,42.46049,-71.06203,11138.70,HALLMARK HEALTH SYSTEM
4.62,42.36227,-71.06941,34769.16,MASSACHUSETTS GENERAL HOSPITAL
2.30,41.90456,-71.09562,7945.91,MORTON HOSPITAL
2.75,41.70928,-71.14519,13122.81,SOUTHCOAST HOSPITAL GROUP, INC
2.76,42.12077,-72.60525,13300.88,BAYSTATE MEDICAL CENTER
2.58,42.72846,-71.16830,11249.63,HOLY FAMILY HOSPITAL
2.45,42.64529,-71.30052,9733.61,SAINTS  MEDICAL CENTER INC
2.83,42.43082,-71.37554,14061.50,EMERSON HOSPITAL
2.48,42.58660,-71.98678,10025.17,HEYWOOD HOSPITAL
2.89,42.17644,-70.95398,14819.43,SOUTH SHORE HOSPITAL
3.93,42.33600,-71.10704,26795.29,BRIGHAM AND WOMEN'S HOSPITAL
2.34,42.09864,-71.06607,8484.35,GOOD SAMARITAN MEDICAL CENTER
2.96,42.34951,-71.06331,15625.21,TUFTS MEDICAL CENTER
2.45,42.18869,-71.20197,9675.91,NORWOOD HOSPITAL
2.39,41.56412,-70.62200,8991.79,FALMOUTH HOSPITAL
2.41,42.76256,-71.04507,9183.92,MERRIMACK VALLEY HOSPITAL
2.66,42.28385,-71.41896,12141.31,METROWEST MEDICAL CENTER
2.31,43.20588,-86.20839,8120.37,MERCY HEALTH PARTNERS, MERCY CAMPUS
3.11,42.45741,-83.20513,17386.48,PROVIDENCE HOSPITAL AND MEDICAL CENTERS
2.94,42.29077,-83.21504,15408.22,OAKWOOD HOSPITAL AND MEDICAL CENTER
2.70,41.93815,-84.98935,12544.29,COMMUNITY HEALTH CENTER OF BRANCH COUNTY
3.02,42.61425,-83.27602,16272.68,ST JOSEPH MERCY OAKLAND
2.51,42.96881,-85.66649,10445.56,SPECTRUM HEALTH - BUTTERWORTH CAMPUS
2.32,42.64303,-85.30706,8226.54,PENNOCK HOSPITAL
2.90,43.58941,-83.86908,14925.13,MCLAREN BAY REGION
2.50,42.61490,-82.96060,10282.13,HENRY FORD MACOMB HOSPITAL
3.28,42.36762,-83.08461,19245.64,HENRY FORD HOSPITAL
2.47,43.22169,-86.24283,9950.41,MERCY HEALTH PARTNERS, HACKLEY CAMPUS
2.76,43.42857,-83.95556,13230.23,COVENANT MEDICAL CENTER, INC
2.48,42.77487,-86.11378,10095.61,HOLLAND COMMUNITY HOSPITAL
2.62,42.33111,-85.17817,11690.02,BRONSON BATTLE CREEK HOSPITAL
3.36,43.42612,-83.94185,20231.15,ST MARY'S OF MICHIGAN MEDICAL CENTER
2.41,43.59935,-84.76097,9243.17,CENTRAL MICHIGAN COMMUNITY HOSPITAL
3.16,42.25117,-84.39240,17910.01,ALLEGIANCE HEALTH
2.05,43.69399,-85.47533,5076.50,MECOSTA COUNTY MEDICAL CENTER
2.04,44.26333,-84.24625,5008.07,WEST BRANCH REGIONAL MEDICAL CENTER
2.39,43.46517,-85.95072,9020.25,SPECTRUM HEALTH GERBER MEMORIAL
3.24,43.02135,-83.70308,18842.15,HURLEY MEDICAL CENTER
2.50,42.21065,-83.14861,10263.62,HENRY FORD WYANDOTTE HOSPITAL
3.32,42.70417,-84.55488,19704.67,MCLAREN - GREATER LANSING
2.90,42.11695,-83.21365,14952.61,OAKWOOD SOUTHSHORE MEDICAL CENTER
2.79,42.89254,-83.63621,13589.75,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK
2.74,42.63849,-83.29062,13061.52,MCLAREN OAKLAND
2.74,42.98625,-82.42802,13110.12,PORT HURON HOSPITAL
3.07,42.27302,-84.95775,16870.05,OAKLAWN HOSPITAL
2.52,42.33215,-83.31195,10551.06,GARDEN CITY HOSPITAL
2.99,42.67850,-83.14771,15933.74,CRITTENTON HOSPITAL MEDICAL CENTER
3.05,42.61826,-83.09239,16658.83,WILLIAM BEAUMONT HOSPITAL-TROY
3.28,42.35295,-83.05447,19257.81,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER
2.94,42.59290,-83.49920,15414.68,HURON VALLEY-SINAI HOSPITAL
2.97,42.53914,-83.40777,15719.27,HENRY FORD WEST BLOOMFIELD HOSPITAL
2.74,46.79380,-92.09573,13056.92,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER
3.08,44.97210,-93.26240,16939.93,HENNEPIN COUNTY MEDICAL CENTER
3.04,45.57390,-94.16942,16548.95,ST CLOUD HOSPITAL
2.67,47.41117,-92.93183,12249.50,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS
2.62,44.03521,-91.62181,11661.33,WINONA HEALTH SERVICES
2.46,46.79634,-92.08793,9829.23,ST LUKES HOSPITAL
3.35,44.95248,-93.26196,20057.37,ABBOTT NORTHWESTERN HOSPITAL
2.50,46.36166,-94.20573,10267.90,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER
2.89,44.88645,-93.32693,14822.82,FAIRVIEW SOUTHDALE HOSPITAL
3.06,44.77252,-93.50323,16720.00,ST FRANCIS REGIONAL MEDICAL CENTER
3.05,44.95570,-93.09429,16666.18,REGIONS HOSPITAL
3.41,45.18355,-93.36789,20797.93,MERCY HOSPITAL
3.47,45.10789,-93.25685,21518.91,UNITY HOSPITAL
3.03,34.24336,-88.71753,16396.50,NORTH MISSISSIPPI MEDICAL CENTER
3.23,34.49648,-89.03326,18741.48,BAPTIST MEMORIAL HOSPITAL UNION COUNTY
2.52,33.97458,-88.47761,10456.23,GILMORE MEMORIAL HOSPITAL
2.67,34.34899,-89.52062,12211.38,BAPTIST MEMORIAL HOSPITAL NORTH MS
2.22,31.14529,-90.45945,7064.12,BEACHAM MEMORIAL HOSPITAL
4.47,32.28805,-90.25566,33045.90,CENTRAL MISSISSIPPI MEDICAL CENTER
2.78,33.74750,-90.71908,13554.86,BOLIVAR MEDICAL CENTER
2.43,31.24000,-90.45000,9528.96,SOUTHWEST MS REGIONAL MEDICAL CENTER
2.79,33.51824,-90.19832,13614.87,GREENWOOD LEFLORE HOSPITAL
3.09,33.52568,-88.42742,17060.00,BAPTIST MEM HOSP/GOLDEN TRIANGLE INC
3.32,32.31643,-90.17922,19728.43,MISSISSIPPI BAPTIST MEDICAL CENTER
2.74,32.37280,-88.69954,13016.11,ANDERSON REGIONAL MEDICAL CENTER
4.00,31.56044,-91.40317,27586.50,NATCHEZ COMMUNITY HOSPITAL/SWING BED
2.98,37.06032,-94.52747,15827.30,ST JOHN'S REGIONAL MEDICAL CENTER
3.41,37.95144,-91.75940,20787.75,PHELPS COUNTY REGIONAL MEDICAL CENTER
2.51,38.16498,-90.38082,10383.23,JEFFERSON REGIONAL MEDICAL CENTER
6.36,39.00717,-94.55925,54926.76,RESEARCH MEDICAL CENTER
2.91,38.63524,-90.26508,14975.10,BARNES JEWISH HOSPITAL
2.64,39.08401,-94.57591,11922.30,TRUMAN MEDICAL CENTER HOSPITAL HILL
3.00,39.17288,-91.87692,16088.94,AUDRAIN MEDICAL CENTER
3.11,37.17999,-93.27409,17318.75,ST JOHN'S REGIONAL HEALTH CENTER
2.74,38.94903,-92.31563,13025.20,BOONE HOSPITAL CENTER
2.89,38.50661,-90.38025,14844.41,ST ANTHONY'S MEDICAL CENTER
3.42,38.63268,-90.31089,20865.75,SSM ST MARYS HEALTH CENTER
2.78,36.64970,-93.22138,13545.68,SKAGGS REGIONAL MEDICAL CENTER
4.86,39.04749,-94.34105,37496.16,CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC
3.69,38.75097,-90.43255,24028.52,SSM DEPAUL HEALTH CENTER
3.64,38.62280,-90.24049,23483.95,ST LOUIS UNIVERSITY HOSPITAL
3.15,37.31072,-89.53990,17828.65,SOUTHEAST MISSOURI HOSPITAL
3.30,36.78510,-90.42779,19570.45,POPLAR BLUFF REGIONAL MEDICAL CENTER
3.07,37.05238,-94.52777,16859.48,FREEMAN HEALTH SYSTEM - FREEMAN WEST
3.77,39.04761,-94.59037,24907.65,ST LUKES HOSPITAL OF KANSAS CITY
3.56,38.95171,-92.33407,22480.11,UNIVERSITY OF MISSOURI HEALTH CARE
2.27,37.78031,-90.43967,7621.06,PARKLAND HEALTH CENTER
2.53,38.38829,-93.77115,10668.94,GOLDEN VALLEY MEMORIAL HOSPITAL
2.73,39.27591,-94.42572,12976.72,LIBERTY HOSPITAL
3.48,38.77576,-90.23906,21555.35,CHRISTIAN HOSPITAL NORTHEAST
3.10,38.12027,-92.68146,17243.12,LAKE REGIONAL HEALTH SYSTEM
3.70,38.79427,-90.58049,24148.85,BARNES-JEWISH ST PETERS HOSPITAL
2.47,37.60022,-93.42237,9902.33,CITIZENS MEMORIAL HOSPITAL
3.73,38.94062,-94.37842,24514.43,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL
3.50,40.70646,-99.08136,21828.65,GOOD SAMARITAN HOSPITAL
3.33,41.25522,-95.97892,19827.17,THE NEBRASKA MEDICAL CENTER
3.08,40.80816,-96.62689,16992.17,SAINT ELIZABETH REGIONAL MEDICAL CENTER
3.05,40.92425,-98.37053,16689.26,ST FRANCIS MEDICAL CENTER
2.94,41.25797,-96.04164,15365.44,THE NEBRASKA METHODIST HOSPITAL
2.76,41.88690,-103.66400,13242.07,REGIONAL WEST MEDICAL CENTER
2.55,41.12081,-100.77062,10865.40,GREAT PLAINS REGIONAL MEDICAL CENTER
3.29,41.23771,-96.18052,19378.00,ALEGENT HEALTH LAKESIDE HOSPITAL
3.26,41.45152,-96.49184,19057.00,FREMONT AREA MEDICAL CENTER
2.43,41.45328,-97.38382,9462.75,COLUMBUS COMMUNITY HOSPITAL
5.16,36.13459,-115.13576,41045.20,SUNRISE HOSPITAL AND MEDICAL CENTER
3.21,39.20247,-119.78446,18488.06,CARSON TAHOE REGIONAL MEDICAL CENTER
4.56,36.16380,-115.16574,34077.40,VALLEY HOSPITAL MEDICAL CENTER
4.85,36.21599,-115.25095,37415.29,MOUNTAINVIEW HOSPITAL
4.58,36.16586,-115.32436,34300.77,SUMMERLIN HOSPITAL MEDICAL CENTER
5.34,36.00527,-115.11618,43080.96,SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS
4.77,36.28588,-115.28772,36521.65,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER
2.84,43.19846,-71.56230,14166.17,CONCORD HOSPITAL
3.05,43.67286,-72.27232,16690.88,MARY HITCHCOCK MEMORIAL HOSPITAL
3.11,42.75004,-71.48100,17371.40,ST JOSEPH HOSPITAL
2.88,43.00792,-71.46807,14650.33,ELLIOT HOSPITAL
3.08,43.21231,-70.87499,16954.67,WENTWORTH-DOUGLASS HOSPITAL
2.76,42.98369,-70.93511,13281.89,EXETER HOSPITAL INC
3.35,43.06469,-70.78916,20099.53,PORTSMOUTH REGIONAL HOSPITAL
5.23,40.88346,-74.05564,41797.97,HACKENSACK UNIVERSITY MEDICAL CENTER
6.39,40.71011,-74.21368,55237.05,NEWARK BETH ISRAEL MEDICAL CENTER
4.67,40.79576,-73.99575,35371.38,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S
3.21,40.53142,-74.86080,18531.86,HUNTERDON MEDICAL CENTER
3.69,40.88275,-74.01021,24076.95,HOLY NAME MEDICAL CENTER
4.00,40.35684,-74.66166,27588.14,UNIVERSITY MEDICAL CENTER AT PRINCETON
3.08,39.08752,-74.81657,16938.67,CAPE REGIONAL MEDICAL CENTER INC
3.62,40.98359,-74.10047,23180.16,VALLEY HOSPITAL
5.71,39.94152,-75.11680,47321.48,COOPER UNIVERSITY HOSPITAL
4.00,40.78883,-74.46620,27587.25,MORRISTOWN MEMORIAL HOSPITAL
6.26,40.73417,-74.04977,53768.26,CHRIST HOSPITAL
6.06,40.21634,-74.74143,51400.58,ST FRANCIS MEDICAL CENTER
5.10,39.78261,-74.91670,40321.63,VIRTUA WEST JERSEY HOSPITALS BERLIN
6.49,40.61288,-74.29092,56432.15,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY
12.00,40.66805,-74.11334,120040.36,BAYONNE HOSPITAL CENTER
5.64,39.44743,-75.05838,46532.55,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER
5.61,40.35309,-74.06484,46225.46,RIVERVIEW MEDICAL CENTER
5.65,40.51891,-74.28183,46619.61,RARITAN BAY MEDICAL CENTER
6.41,40.29209,-74.80327,55421.66,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL
4.55,40.90400,-73.96847,33969.43,ENGLEWOOD HOSPITAL AND MEDICAL CENTER
4.48,40.89538,-74.46479,33123.90,SAINT CLARE'S HOSPITAL
3.98,40.71264,-74.35460,27330.22,OVERLOOK HOSPITAL
5.63,40.07832,-74.13009,46500.31,OCEAN MEDICAL CENTER
4.45,40.81058,-74.20459,32819.04,MOUNTAINSIDE HOSPITAL
4.89,40.04632,-74.88059,37862.95,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY
6.17,39.35775,-74.43449,52698.60,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV
5.19,40.76190,-74.30335,41321.36,SAINT BARNABAS MEDICAL CENTER
4.81,40.75402,-74.21335,36947.12,EAST ORANGE GENERAL HOSPITAL
4.91,40.07503,-74.21832,38167.57,KIMBALL MEDICAL CENTER
7.95,40.23629,-74.75256,73261.13,CAPITAL HEALTH SYSTEM-FULD CAMPUS
4.74,40.55784,-74.34970,36122.15,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY
5.20,40.21575,-74.67273,41525.84,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON
8.49,40.78621,-74.07568,79521.58,MEADOWLANDS HOSPITAL MEDICAL CENTER
3.06,35.65960,-105.94578,16730.30,ST VINCENT HOSPITAL
2.98,36.72387,-108.21749,15852.20,SAN JUAN REGIONAL MEDICAL CENTER
3.60,32.76065,-103.18088,23042.06,LEA REGIONAL MEDICAL CENTER
3.18,32.32310,-106.72900,18131.60,MOUNTAIN VIEW REGIONAL MEDICAL CENTER
3.41,41.92720,-73.99535,20819.99,KINGSTON HOSPITAL
2.77,42.87482,-78.84942,13426.52,KALEIDA HEALTH
2.91,40.92963,-73.89840,15052.95,ST JOSEPH'S MEDICAL CENTER
2.25,42.09299,-75.93704,7364.03,OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC
4.43,42.65345,-73.77543,32612.58,ALBANY MEDICAL CENTER HOSPITAL
2.46,40.70141,-73.81630,9846.76,JAMAICA HOSPITAL MEDICAL CENTER
4.26,41.69441,-73.93432,30580.94,VASSAR BROTHERS MEDICAL CENTER
3.30,40.79041,-73.95386,19575.15,MOUNT SINAI HOSPITAL
3.01,40.72548,-73.55287,16221.48,NASSAU UNIVERSITY MEDICAL CENTER
4.12,40.63588,-74.10556,28995.21,RICHMOND UNIVERSITY MEDICAL CENTER
2.82,43.09840,-75.27819,14018.84,FAXTON-ST LUKE'S HEALTHCARE
4.37,40.80556,-73.96131,31867.32,ST LUKE'S ROOSEVELT HOSPITAL
2.64,42.95425,-74.21527,11858.92,ST MARY'S HOSPITAL AT AMSTERDAM
3.35,40.74722,-73.82521,20115.50,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS
3.45,40.68983,-73.97794,21226.14,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS
3.32,42.65583,-73.80372,19715.17,ST PETER'S HOSPITAL
2.48,43.09378,-79.05038,9996.50,NIAGARA FALLS MEMORIAL MEDICAL CENTER
4.13,41.71846,-73.92710,29113.20,ST FRANCIS HOSPITAL
2.41,40.81770,-73.92401,9225.25,LINCOLN MEDICAL & MENTAL HEALTH CENTER
2.97,40.91304,-73.84024,15683.15,MOUNT VERNON HOSPITAL
3.14,41.11039,-72.36128,17675.33,EASTERN LONG ISLAND HOSPITAL
2.77,42.10076,-76.82800,13393.93,ARNOT OGDEN MEDICAL CENTER
2.49,42.24595,-73.77855,10116.10,COLUMBIA MEMORIAL HOSPITAL
2.23,42.09049,-78.42780,7126.86,OLEAN GENERAL HOSPITAL
3.68,41.09642,-73.92501,23966.64,NYACK HOSPITAL
3.82,40.77686,-73.70212,25474.73,NORTH SHORE UNIVERSITY HOSPITAL
3.23,40.93376,-72.67383,18728.44,PECONIC BAY MEDICAL CENTER
3.02,42.09221,-76.79733,16312.44,ST JOSEPH'S HOSPITAL, INC
2.60,43.19244,-77.58590,11404.34,ROCHESTER GENERAL HOSPITAL
3.96,41.44138,-74.36821,27109.33,ORANGE REGIONAL MEDICAL CENTER
4.38,41.36763,-74.68150,32043.22,BON SECOURS COMMUNITY HOSPITAL
2.42,43.05571,-76.14981,9314.50,ST JOSEPH'S HOSPITAL HEALTH CENTER
5.22,40.78000,-72.97763,41764.08,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER
2.87,42.81963,-73.91653,14565.04,ELLIS HOSPITAL
2.91,41.19677,-73.72572,14964.07,NORTHERN WESTCHESTER HOSPITAL
2.28,43.17738,-78.67123,7697.41,EASTERN NIAGARA HOSPITAL
2.17,43.13562,-77.60602,6518.37,HIGHLAND HOSPITAL
3.84,40.73265,-73.98162,25802.81,BETH ISRAEL MEDICAL CENTER
2.38,42.60884,-76.18764,8868.15,CORTLAND REGIONAL MEDICAL CENTER, INC
2.58,42.73354,-73.67249,11151.69,SAMARITAN HOSPITAL
3.62,40.80462,-73.67023,23196.52,ST FRANCIS HOSPITAL, ROSLYN
2.89,40.91276,-73.78720,14815.08,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER
2.29,43.30652,-73.64663,7876.33,GLENS FALLS HOSPITAL
3.07,40.75543,-73.81532,16896.15,FLUSHING HOSPITAL MEDICAL CENTER
3.81,40.75332,-73.70899,25394.29,LONG ISLAND JEWISH MEDICAL CENTER
2.39,44.67677,-74.98237,8989.86,CANTON-POTSDAM HOSPITAL
3.47,40.65189,-73.63096,21502.58,SOUTH NASSAU COMMUNITIES HOSPITAL
3.89,40.65957,-73.93378,26366.24,KINGSBROOK JEWISH MEDICAL CENTER
3.22,40.96967,-73.88447,18601.24,ST JOHN'S RIVERSIDE HOSPITAL
2.99,43.08561,-73.79712,15904.41,SARATOGA HOSPITAL
4.70,40.74335,-73.97408,35667.34,NYU HOSPITALS CENTER
